fill,lumi,nbx,SBIL,SBILerr,HFOCsig,HFOC err,HFOC FOM,HFOCFOMERR
7321,163.598,2544,1.362717814,19.40469593,815.9184737,4.985729911,0.977147873,0.005970934
7324,164.149,2544,5.469670132,40.53464505,841.3097922,2.504128691,1.007556637,0.002998957
7324,164.149,2544,2.238915422,31.22340713,820.2212319,3.974636586,0.982300876,0.004760044
7328,164.563,2544,6.558271016,50.83637465,834.8142743,2.303647545,0.999777574,0.002758859
7328,164.563,2544,2.574694751,32.47325524,821.2429584,3.687302002,0.983524501,0.004415931
7331,165.016,2544,6.97987681,60.56845453,834.6336595,2.252565118,0.999561269,0.002697683
7333,165.147,2544,7.478141253,60.79182472,834.2473522,2.250858176,0.999098625,0.002695639
7333,165.147,2544,1.873867007,22.45072644,827.3553244,4.415013847,0.9908447,0.005287442
7334,165.708,2544,5.103145697,46.4459249,820.9061911,2.760869107,0.983121187,0.00330643
7334,165.708,2544,1.400522278,23.9580896,818.2134045,4.835352308,0.979896293,0.005790841
7358,166.16,26,10.72086711,5.656297327,810.7792233,1.446596829,0.970993082,0.001732451
